date_hour,ENTITY_DESCRIPTION_SHORT,wait_time_avg,attendance,temp,pressure,humidity,wind_speed,clouds_all,rain_1h,guests_sum,availability,utilization,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_9,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,covid_1
2022-08-17 18:00:00,Bumper Cars,,44570.609375,22.23,1010,44,0.82,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 19:00:00,Bumper Cars,,44570.609375,21.54,1010,44,0.82,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 20:00:00,Bumper Cars,,44570.609375,19.63,1013,96,1.76,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 21:00:00,Bumper Cars,,44570.609375,18.83,1013,96,1.76,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 22:00:00,Bumper Cars,,44570.609375,18.07,1013,96,1.76,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 09:00:00,Bumper Cars,,43391.37890625,21.15,1014,49,1.35,97,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 10:00:00,Bumper Cars,,43391.37890625,23.59,1014,49,1.35,97,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 11:00:00,Bumper Cars,,43391.37890625,25.55,1013,70,2.46,74,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 12:00:00,Bumper Cars,,43391.37890625,26.35,1013,55,2.46,74,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 13:00:00,Bumper Cars,,43391.37890625,27.14,1013,55,2.46,74,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 14:00:00,Bumper Cars,,43391.37890625,28.2,1012,49,3.52,94,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 15:00:00,Bumper Cars,,43391.37890625,28.06,1012,53,3.52,94,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 16:00:00,Bumper Cars,,43391.37890625,27.46,1012,59,3.52,94,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 17:00:00,Bumper Cars,,43391.37890625,26.81,1013,69,2.77,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 18:00:00,Bumper Cars,,43391.37890625,26.09,1013,66,2.77,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 19:00:00,Bumper Cars,,43391.37890625,24.2,1013,67,2.77,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 20:00:00,Bumper Cars,,43391.37890625,22.67,1015,72,4.2,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 21:00:00,Bumper Cars,,43391.37890625,21.54,1015,79,4.2,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18 22:00:00,Bumper Cars,,43391.37890625,20.23,1015,84,4.2,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 09:00:00,Bumper Cars,,44491.6875,19.3,1018,87,3.06,87,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 10:00:00,Bumper Cars,,44491.6875,20.82,1018,65,3.06,87,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 11:00:00,Bumper Cars,,44491.6875,21.69,1016,80,4.52,94,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 12:00:00,Bumper Cars,,44491.6875,23.03,1016,74,4.52,94,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 13:00:00,Bumper Cars,,44491.6875,23.52,1016,72,4.52,94,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 14:00:00,Bumper Cars,,44491.6875,23.19,1016,47,6.38,95,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 15:00:00,Bumper Cars,,44491.6875,24.05,1016,70,6.38,95,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 16:00:00,Bumper Cars,,44491.6875,23.26,1016,47,6.38,95,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 17:00:00,Bumper Cars,,44491.6875,23.73,1017,83,6.78,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 18:00:00,Bumper Cars,,44491.6875,22.52,1017,83,6.78,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 19:00:00,Bumper Cars,,44491.6875,20.54,1017,83,6.78,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 20:00:00,Bumper Cars,,44491.6875,19.79,1018,91,1.51,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 21:00:00,Bumper Cars,,44491.6875,19.33,1018,94,1.51,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19 22:00:00,Bumper Cars,,44491.6875,18.52,1018,95,1.51,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 09:00:00,Bumper Cars,,53134.203125,19.58,1020,78,2.27,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 10:00:00,Bumper Cars,,53134.203125,20.83,1020,65,2.27,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 11:00:00,Bumper Cars,,53134.203125,21.98,1019,62,3.32,0,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 12:00:00,Bumper Cars,,53134.203125,23.15,1019,61,3.32,0,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 13:00:00,Bumper Cars,,53134.203125,24.15,1019,57,3.32,0,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 14:00:00,Bumper Cars,,53134.203125,24.69,1018,53,3.41,1,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 15:00:00,Bumper Cars,,53134.203125,25.4,1018,47,3.41,1,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 16:00:00,Bumper Cars,,53134.203125,25.16,1018,48,3.41,1,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 17:00:00,Bumper Cars,,53134.203125,25.01,1018,48,2.17,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 18:00:00,Bumper Cars,,53134.203125,23.75,1018,56,2.17,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 19:00:00,Bumper Cars,,53134.203125,21.16,1018,64,2.17,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 20:00:00,Bumper Cars,,53134.203125,19.54,1019,75,1.47,56,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 21:00:00,Bumper Cars,,53134.203125,18.18,1019,81,1.47,56,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 22:00:00,Bumper Cars,,53134.203125,16.51,1019,87,1.47,56,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 09:00:00,Bumper Cars,,45293.15234375,22.16,1017,58,1.64,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 10:00:00,Bumper Cars,,45293.15234375,23.78,1017,51,1.64,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 11:00:00,Bumper Cars,,45293.15234375,23.92,1016,31,2.88,100,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 12:00:00,Bumper Cars,,45293.15234375,25.08,1016,53,2.88,100,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 13:00:00,Bumper Cars,,45293.15234375,25.83,1016,54,2.88,100,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 14:00:00,Bumper Cars,,45293.15234375,26.39,1015,53,2.6,96,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 15:00:00,Bumper Cars,,45293.15234375,26.47,1015,53,2.6,96,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 16:00:00,Bumper Cars,,45293.15234375,25.87,1015,54,2.6,96,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 17:00:00,Bumper Cars,,45293.15234375,25.2,1015,53,3.22,14,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 18:00:00,Bumper Cars,,45293.15234375,24.04,1015,58,3.22,14,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 19:00:00,Bumper Cars,,45293.15234375,22.41,1015,65,3.22,14,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 20:00:00,Bumper Cars,,45293.15234375,20.98,1015,67,2.74,66,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 21:00:00,Bumper Cars,,45293.15234375,20.41,1015,73,2.74,66,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21 22:00:00,Bumper Cars,,45293.15234375,19.94,1015,71,2.74,66,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 09:00:00,Bumper Cars,,42872.21875,21.4,1015,71,2.51,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 10:00:00,Bumper Cars,,42872.21875,23.08,1015,64,2.51,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 11:00:00,Bumper Cars,,42872.21875,24.55,1014,59,3.14,17,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 12:00:00,Bumper Cars,,42872.21875,24.72,1014,62,3.14,17,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 13:00:00,Bumper Cars,,42872.21875,24.86,1014,64,3.14,17,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 14:00:00,Bumper Cars,,42872.21875,25.08,1013,46,3.72,69,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 15:00:00,Bumper Cars,,42872.21875,25.33,1013,62,3.72,69,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 16:00:00,Bumper Cars,,42872.21875,24.52,1013,66,3.72,69,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 17:00:00,Bumper Cars,,42872.21875,24.49,1014,67,1.61,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 18:00:00,Bumper Cars,,42872.21875,24.16,1014,67,1.61,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 19:00:00,Bumper Cars,,42872.21875,22.47,1014,72,1.61,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 20:00:00,Bumper Cars,,42872.21875,21.27,1015,81,1.27,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 21:00:00,Bumper Cars,,42872.21875,20.99,1015,66,1.27,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22 22:00:00,Bumper Cars,,42872.21875,20.49,1015,66,1.27,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 09:00:00,Bumper Cars,,44176.41015625,23.72,1017,72,1.05,71,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 10:00:00,Bumper Cars,,44176.41015625,25.04,1017,68,1.05,71,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 11:00:00,Bumper Cars,,44176.41015625,26.55,1016,65,1.82,100,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 12:00:00,Bumper Cars,,44176.41015625,27.61,1016,59,1.82,100,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 13:00:00,Bumper Cars,,44176.41015625,28.14,1016,56,1.82,100,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 14:00:00,Bumper Cars,,44176.41015625,28.51,1015,53,4.1,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 15:00:00,Bumper Cars,,44176.41015625,28.63,1015,49,4.1,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 16:00:00,Bumper Cars,,44176.41015625,28.36,1015,51,4.1,99,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 17:00:00,Bumper Cars,,44176.41015625,27.4,1016,54,1.34,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 18:00:00,Bumper Cars,,44176.41015625,26.89,1016,60,1.34,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 19:00:00,Bumper Cars,,44176.41015625,24.89,1016,67,1.34,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 20:00:00,Bumper Cars,,44176.41015625,23.06,1017,74,0.7,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 21:00:00,Bumper Cars,,44176.41015625,21.83,1017,81,0.7,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23 22:00:00,Bumper Cars,,44176.41015625,21.08,1017,85,0.7,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
