date,hour,wait_time_mean,wait_time_max,wait_time_std,n_observations,total_guests,total_units,temp,feels_like,humidity,wind_speed,pressure,clouds_all,rain_1h,snow_1h,weather_main,temp_category
2018-06-11,18,15.945945945945946,70,17.205751207352247,148,14841.0001,1916.6667,19.73,20.0,86,1.14,1008,66,0.14,0.0,Rain,15-20°C
2018-06-11,19,10.033783783783784,70,15.1129153850581,148,11814.6662,1896.9333,18.8,19.09,90,1.05,1008,75,0.25,0.0,Rain,15-20°C
2018-06-11,20,9.391891891891891,70,14.970553925348606,148,9825.4997,1889.0667,18.17,18.47,93,0.94,1008,100,1.28,0.0,Rain,15-20°C
2018-06-11,21,7.635135135135135,70,13.432192342952689,148,9362.9999,1860.9334,17.18,17.43,95,1.24,1009,100,0.53,0.0,Rain,15-20°C
2018-06-11,22,5.0675675675675675,70,12.135662945692669,148,3965.4999,1831.2,17.09,17.44,99,1.87,1009,98,0.19,0.0,Rain,15-20°C
2018-06-12,9,7.331081081081081,75,14.678128721635169,148,7022.0,1860.6668,15.14,15.01,88,3.82,1010,100,0.55,0.0,Rain,15-20°C
2018-06-12,10,15.878378378378379,90,19.012314450213978,148,15339.5001,1943.9334,14.95,14.98,95,4.79,1011,100,0.34,0.0,Rain,10-15°C
2018-06-12,11,19.08783783783784,75,18.369202654922343,148,17148.0001,1997.0667,15.24,15.14,89,5.42,1012,100,0.11,0.0,Rain,15-20°C
2018-06-12,12,20.54054054054054,65,16.72237426522838,148,17923.4996,2039.2667000000001,15.82,15.68,85,5.42,1012,97,0.0,0.0,Clouds,15-20°C
2018-06-12,13,19.02027027027027,60,15.645507318274626,148,18244.0003,2102.1333,16.65,16.49,81,6.54,1012,100,0.0,0.0,Clouds,15-20°C
2018-06-12,14,18.243243243243242,75,17.11172634556386,148,18181.0,2086.9334,17.12,16.87,76,6.07,1012,87,0.0,0.0,Clouds,15-20°C
2018-06-12,15,17.7027027027027,75,17.61626469378095,148,17702.8333,2028.4,18.3,18.14,75,5.64,1012,78,0.0,0.0,Clouds,15-20°C
2018-06-12,16,18.277027027027028,145,18.393958245707825,148,17912.9999,1987.5332,18.5,18.36,75,5.85,1012,63,0.0,0.0,Clouds,15-20°C
2018-06-12,17,15.43918918918919,55,15.173924263993351,148,14832.6669,1898.8667,18.29,18.13,75,5.78,1012,84,0.0,0.0,Clouds,15-20°C
2018-06-12,18,15.81081081081081,60,16.65020330465706,148,15207.4998,1872.0,18.49,18.35,75,5.04,1013,74,0.0,0.0,Clouds,15-20°C
2018-06-12,19,11.317567567567568,55,14.373083859118545,148,11865.4961,1883.0,17.6,17.45,78,4.37,1014,69,0.0,0.0,Clouds,15-20°C
2018-06-12,20,7.804054054054054,60,13.160784245486356,148,9917.9973,1873.0,16.25,16.07,82,4.06,1014,66,0.0,0.0,Clouds,15-20°C
2018-06-12,21,5.70945945945946,55,9.313331369731612,148,10035.9994,1831.4667,15.37,15.18,85,4.18,1015,62,0.0,0.0,Clouds,15-20°C
2018-06-12,22,3.277027027027027,30,6.136564823742944,148,4775.4987,1788.9334,14.38,14.2,89,4.19,1016,68,0.0,0.0,Clouds,10-15°C
2018-06-13,9,6.114864864864865,75,13.724957974805815,148,7708.6675,1898.8666,14.69,14.12,73,3.95,1018,100,0.0,0.0,Clouds,10-15°C
2018-06-13,10,14.83108108108108,90,17.156894456595044,148,17518.498,2049.0001,15.05,14.49,72,3.29,1019,100,0.0,0.0,Clouds,15-20°C
2018-06-13,11,19.62837837837838,75,18.37895883788577,148,20381.3361,2158.3333,15.26,14.64,69,3.22,1019,98,0.0,0.0,Clouds,15-20°C
2018-06-13,12,20.844594594594593,75,17.83702212640691,148,21347.669,2174.7334,15.9,15.32,68,3.58,1019,100,0.0,0.0,Clouds,15-20°C
2018-06-13,13,20.33783783783784,70,17.218702872939815,148,21305.4998,2160.2001,16.12,15.59,69,3.05,1018,100,0.0,0.0,Clouds,15-20°C
2018-06-13,14,20.16891891891892,75,17.373601255698848,148,21582.9996,2164.6,16.25,15.68,67,2.96,1018,90,0.0,0.0,Clouds,15-20°C
2018-06-13,15,20.81081081081081,75,18.40635477047949,148,21785.4979,2160.2667,16.77,16.23,66,3.08,1018,99,0.0,0.0,Clouds,15-20°C
2018-06-13,16,20.81081081081081,70,19.404870470517693,148,20462.998199999998,2145.6666,17.76,17.34,67,3.23,1018,97,0.0,0.0,Clouds,15-20°C
2018-06-13,17,17.12837837837838,60,17.48751951675975,148,17369.3352,2094.3333,17.06,16.6,68,2.62,1018,96,0.0,0.0,Clouds,15-20°C
2018-06-13,18,16.95945945945946,65,17.618743258006305,148,18078.0023,2063.2667,17.45,17.13,72,2.26,1018,99,0.0,0.0,Clouds,15-20°C
2018-06-13,19,11.385135135135135,60,16.16055652062899,148,12630.8963,1926.6,16.76,16.5,77,1.33,1018,34,0.0,0.0,Clouds,15-20°C
2018-06-13,20,9.662162162162161,60,15.645544041498745,148,10656.4981,1928.7333,15.52,15.35,85,1.99,1018,32,0.0,0.0,Clouds,15-20°C
2018-06-13,21,7.668918918918919,60,12.902242864407592,148,9850.0007,1924.2667,14.68,14.29,80,1.68,1019,100,0.0,0.0,Clouds,10-15°C
2018-06-13,22,5.405405405405405,60,11.78771286825652,148,4651.9977,1877.9334,14.3,14.11,89,1.02,1019,98,0.0,0.0,Clouds,10-15°C
2018-06-14,9,7.972972972972973,120,18.833659961990666,148,7377.9998,1945.6666,17.95,17.52,66,4.04,1017,92,0.0,0.0,Clouds,15-20°C
2018-06-14,10,18.445945945945947,120,22.367153938075695,148,18814.9996,2071.5334,18.54,18.12,64,2.87,1017,98,0.38,0.0,Rain,15-20°C
2018-06-14,11,22.195945945945947,65,18.664841547236687,148,19882.833,2148.3333,19.43,19.07,63,3.15,1017,100,0.11,0.0,Rain,15-20°C
2018-06-14,12,24.56081081081081,75,19.89709114601447,148,19932.0002,2145.0666,19.17,18.92,68,2.76,1017,100,0.2,0.0,Rain,15-20°C
2018-06-14,13,23.20945945945946,75,19.246080395503444,148,19241.3334,2194.4,19.3,19.14,71,2.38,1016,100,0.53,0.0,Rain,15-20°C
2018-06-14,14,21.554054054054053,90,18.08757373416609,148,20590.9996,2196.7334,20.68,20.55,67,2.85,1016,99,0.36,0.0,Rain,20-25°C
2018-06-14,15,22.635135135135137,90,19.5218867747695,148,20695.0001,2205.6,20.3,20.29,73,3.41,1016,100,0.0,0.0,Clouds,20-25°C
2018-06-14,16,22.736486486486488,65,18.399704776723034,148,20501.9999,2194.5333,19.78,19.75,74,3.59,1016,89,0.12,0.0,Rain,15-20°C
2018-06-14,17,18.445945945945947,70,17.200808311881516,148,17237.0,2144.8668,19.66,19.69,77,2.65,1016,98,0.0,0.0,Clouds,15-20°C
2018-06-14,18,20.37162162162162,75,20.329690898937248,148,18386.0003,2048.9336,18.79,18.76,78,3.0,1016,98,0.0,0.0,Clouds,15-20°C
2018-06-14,19,13.682432432432432,75,19.03596208617847,148,14359.9999,2032.1333,17.77,17.74,82,2.6,1017,97,0.0,0.0,Clouds,15-20°C
2018-06-14,20,9.56081081081081,65,15.229860729550845,148,9566.0004,1994.8667,17.48,17.5,85,1.97,1017,93,0.0,0.0,Clouds,15-20°C
2018-06-14,21,7.0608108108108105,40,10.673399034851139,148,8537.9997,1966.4667,16.78,16.76,86,1.5,1018,100,0.0,0.0,Clouds,15-20°C
2018-06-14,22,6.114864864864865,35,9.650718945865663,148,3217.9998,1926.1334,16.46,16.46,88,1.14,1018,100,0.0,0.0,Clouds,15-20°C
2018-06-15,9,9.324324324324325,90,16.594899723085653,148,6799.4997,1980.3332,19.25,19.08,71,1.06,1018,52,0.0,0.0,Clouds,15-20°C
2018-06-15,10,19.594594594594593,90,21.38498355396225,148,17233.0,2084.8668,20.36,20.25,69,0.46,1017,29,0.0,0.0,Clouds,20-25°C
2018-06-15,11,25.37162162162162,90,22.308071936922982,148,19446.0001,2164.7333,21.49,21.42,66,0.85,1017,30,0.0,0.0,Clouds,20-25°C
2018-06-15,12,27.263513513513512,90,21.683675632415017,148,18779.9997,2143.9999,22.48,22.4,62,1.78,1017,49,0.0,0.0,Clouds,20-25°C
2018-06-15,13,26.79054054054054,75,21.100747440860264,148,18676.0002,2114.6667,22.21,22.05,60,2.38,1017,58,0.0,0.0,Clouds,20-25°C
2018-06-15,14,22.06081081081081,70,16.90237126678249,148,20509.0002,2161.3333000000002,22.97,22.86,59,2.56,1017,89,0.0,0.0,Clouds,20-25°C
2018-06-15,15,24.425675675675677,65,18.866913491889036,148,20107.9999,2165.5333,23.03,22.9,58,2.64,1016,98,0.0,0.0,Clouds,20-25°C
2018-06-15,16,23.41216216216216,75,18.672227932775574,148,19702.0007,2127.7334,23.07,22.92,57,2.6,1016,90,0.0,0.0,Clouds,20-25°C
2018-06-15,17,19.66216216216216,70,18.319371574513386,148,15917.6669,2126.2667,22.96,22.85,59,2.36,1016,62,0.0,0.0,Clouds,20-25°C
2018-06-15,18,19.12162162162162,75,20.69963534642346,148,18367.0003,2114.6667,22.85,22.76,60,1.67,1016,63,0.0,0.0,Clouds,20-25°C
2018-06-15,19,12.466216216216216,70,16.572830622355564,148,14077.0002,2022.0667,21.3,21.26,68,1.63,1016,66,0.0,0.0,Clouds,20-25°C
2018-06-15,20,10.54054054054054,60,15.563509728849013,148,10412.4997,1993.5333,19.31,19.31,77,1.88,1016,57,0.0,0.0,Clouds,15-20°C
2018-06-15,21,10.10135135135135,45,13.112148318852118,148,10850.9997,1941.7333,16.81,16.69,82,2.07,1017,83,0.0,0.0,Clouds,15-20°C
2018-06-15,22,6.993243243243243,45,10.922420691566476,148,6620.4999,1917.5333,15.68,15.42,81,1.68,1017,87,0.0,0.0,Clouds,15-20°C
2018-06-16,9,8.75,75,15.395853757592338,148,10305.9999,1982.6666,16.72,16.28,70,1.91,1017,69,0.0,0.0,Clouds,15-20°C
2018-06-16,10,19.695945945945947,75,18.324608480670122,148,21477.996,2128.6668,19.02,18.65,64,1.1,1017,10,0.0,0.0,Clear,15-20°C
2018-06-16,11,29.155405405405407,85,21.933639196584704,148,23207.9979,2201.9334,19.66,19.33,63,2.01,1017,47,0.0,0.0,Clouds,15-20°C
2018-06-16,12,30.472972972972972,80,21.691543838429357,148,21901.4999,2226.2666,20.15,19.76,59,3.13,1017,75,0.0,0.0,Clouds,20-25°C
2018-06-16,13,29.39189189189189,80,21.38014691508649,148,22360.9997,2217.6666999999998,21.06,20.68,56,3.51,1016,68,0.0,0.0,Clouds,20-25°C
2018-06-16,14,25.70945945945946,75,19.148632170250245,148,21668.9998,2227.6,21.76,21.38,53,4.0,1016,73,0.0,0.0,Clouds,20-25°C
2018-06-16,15,28.5472972972973,90,21.604463654267473,148,21652.0,2220.3334,21.8,21.42,53,4.27,1016,88,0.0,0.0,Clouds,20-25°C
2018-06-16,16,29.256756756756758,90,22.99338018358677,148,21756.0001,2214.3333000000002,21.95,21.58,53,3.65,1016,100,0.0,0.0,Clouds,20-25°C
2018-06-16,17,23.04054054054054,100,21.717380223854374,148,18428.0,2198.9999,21.74,21.46,57,2.99,1016,100,0.0,0.0,Clouds,20-25°C
2018-06-16,18,22.93918918918919,100,22.849173119902687,148,19835.9995,2186.7334,20.83,20.54,60,2.27,1017,97,0.0,0.0,Clouds,20-25°C
2018-06-16,19,18.31081081081081,60,16.83810521089637,148,19309.0004,2090.8,19.47,19.27,69,1.46,1017,82,0.0,0.0,Clouds,15-20°C
2018-06-16,20,12.027027027027026,55,16.118585185437862,148,12925.0001,2024.5334,18.8,18.43,65,1.23,1017,77,0.0,0.0,Clouds,15-20°C
2018-06-16,21,10.304054054054054,60,15.454853621424022,148,11183.6672,1955.0,17.69,17.34,70,0.75,1018,69,0.0,0.0,Clouds,15-20°C
2018-06-16,22,5.506756756756757,50,11.905807547386118,148,6429.9998,1924.4,17.13,16.83,74,0.93,1018,98,0.0,0.0,Clouds,15-20°C
2018-06-17,9,9.56081081081081,75,16.821684398560695,148,8908.0,1958.6,16.26,15.8,71,2.69,1021,100,0.0,0.0,Clouds,15-20°C
2018-06-17,10,20.54054054054054,75,20.204188418191933,148,17983.4998,1973.6666,17.04,16.63,70,3.07,1021,100,0.0,0.0,Clouds,15-20°C
2018-06-17,11,27.736486486486488,100,22.477006084824357,148,19155.9999,1986.6,17.07,16.61,68,3.51,1021,100,0.0,0.0,Clouds,15-20°C
2018-06-17,12,27.905405405405407,100,20.751309388352507,148,18741.0006,2036.0001,18.31,17.87,64,3.52,1021,96,0.0,0.0,Clouds,15-20°C
2018-06-17,13,24.256756756756758,75,19.703282513093356,148,19360.9996,2175.1333,19.04,18.59,61,4.36,1021,95,0.0,0.0,Clouds,15-20°C
2018-06-17,14,22.364864864864863,70,19.452068651214095,148,20893.9996,2179.0666,19.81,19.36,58,4.37,1020,99,0.0,0.0,Clouds,15-20°C
2018-06-17,15,24.324324324324323,80,20.484344849032833,148,20274.9999,2178.0,20.39,19.95,56,3.86,1020,99,0.0,0.0,Clouds,20-25°C
2018-06-17,16,21.824324324324323,70,18.71872583322028,148,19807.0003,2170.7332,19.97,19.48,56,3.61,1021,88,0.0,0.0,Clouds,15-20°C
2018-06-17,17,16.31756756756757,60,14.884607015833897,148,16428.9996,2147.6,20.45,20.01,56,3.5,1021,96,0.0,0.0,Clouds,20-25°C
2018-06-17,18,15.97972972972973,65,17.009988899921023,148,16854.9998,2141.8666,20.46,20.1,59,2.64,1021,93,0.0,0.0,Clouds,20-25°C
2018-06-17,19,12.533783783783784,50,13.099522523645293,148,15848.5,1989.7334,18.86,18.5,65,1.82,1021,89,0.0,0.0,Clouds,15-20°C
2018-06-17,20,6.3175675675675675,30,8.296411126531614,148,12767.9997,2012.9333,18.78,18.59,72,1.54,1021,86,0.0,0.0,Clouds,15-20°C
2018-06-17,21,5.97972972972973,30,7.9680224798492025,148,10531.9999,1946.0666,18.1,17.9,74,2.04,1022,100,0.0,0.0,Clouds,15-20°C
2018-06-17,22,4.324324324324325,30,7.596290014825414,148,5015.9997,1909.2,18.07,17.86,74,2.54,1021,91,0.0,0.0,Clouds,15-20°C
2018-06-18,9,4.966216216216216,60,11.346380369542858,148,6698.9996,1839.0666,17.36,17.4,86,3.29,1023,100,0.2,0.0,Rain,15-20°C
2018-06-18,10,13.817567567567568,60,16.060699979731297,148,16070.0004,1911.6667,18.42,18.41,80,3.18,1023,100,0.0,0.0,Clouds,15-20°C
2018-06-18,11,23.513513513513512,90,22.89772780412181,148,16668.4991,1987.0667,19.67,19.73,78,3.41,1023,100,0.0,0.0,Clouds,15-20°C
2018-06-18,12,26.95945945945946,90,24.04385969060447,148,16050.0002,1960.6,21.05,21.06,71,3.73,1023,100,0.18,0.0,Rain,20-25°C
2018-06-18,13,24.29054054054054,90,22.6479274414438,148,17302.9996,1998.5334,21.63,21.73,72,3.91,1023,100,0.0,0.0,Clouds,20-25°C
2018-06-18,14,24.695945945945947,90,22.93310555488759,148,17627.5001,2011.0,22.36,22.45,69,3.59,1023,59,0.11,0.0,Rain,20-25°C
2018-06-18,15,25.472972972972972,90,22.84477223156733,148,17770.0002,2003.2667000000001,22.95,23.02,66,4.01,1023,66,0.12,0.0,Rain,20-25°C
2018-06-18,16,23.37837837837838,90,19.99333406103805,148,16582.5001,1961.0667,23.23,23.31,65,4.01,1023,75,0.0,0.0,Clouds,20-25°C
2018-06-18,17,18.85135135135135,65,18.127426833491942,148,15135.6667,1925.8667,23.05,23.21,69,3.68,1023,96,0.0,0.0,Clouds,20-25°C
2018-06-18,18,20.33783783783784,80,21.881422572507795,148,15619.0003,1909.1334,23.05,23.13,66,2.68,1023,44,0.0,0.0,Clouds,20-25°C
2018-06-18,19,12.5,65,17.048350609469562,148,12802.9996,1922.8,21.76,21.82,70,1.94,1023,9,0.0,0.0,Clear,20-25°C
2018-06-18,20,8.783783783783784,45,13.759617806618943,148,10066.4999,1939.0,19.9,20.03,80,1.86,1024,4,0.0,0.0,Clear,15-20°C
2018-06-18,21,6.486486486486487,40,10.761158730875993,148,9023.9993,1911.0666,18.13,18.19,84,2.04,1024,0,0.0,0.0,Clear,15-20°C
2018-06-18,22,4.087837837837838,40,8.80702336770914,148,4211.6662,1864.1334,17.64,17.76,88,2.2,1024,8,0.0,0.0,Clear,15-20°C
2018-06-19,9,6.756756756756757,65,13.5634671493132,148,7536.9997,1851.1334,18.76,18.78,80,1.41,1026,100,0.0,0.0,Clouds,15-20°C
2018-06-19,10,18.006756756756758,75,19.53315570313059,148,16632.9958,1914.8667,19.73,19.87,81,0.38,1026,100,0.0,0.0,Clouds,15-20°C
2018-06-19,11,25.743243243243242,90,23.707147985371293,148,17780.9957,1974.8665,20.73,20.92,79,0.48,1026,100,0.0,0.0,Clouds,20-25°C
2018-06-19,12,30.10135135135135,90,25.73061382783833,148,17318.9955,1972.8002000000001,21.23,21.42,77,0.64,1026,100,0.0,0.0,Clouds,20-25°C
2018-06-19,13,28.9527027027027,90,23.41763230665706,148,16718.9955,1969.6,21.9,22.08,74,0.78,1026,100,0.0,0.0,Clouds,20-25°C
2018-06-19,14,27.094594594594593,115,23.160292620264908,148,16203.4957,1978.6668,22.87,23.07,71,0.73,1025,100,0.0,0.0,Clouds,20-25°C
2018-06-19,15,30.844594594594593,115,26.59464240399621,148,15078.9964,1963.8666,23.23,23.38,68,0.72,1025,99,0.0,0.0,Clouds,20-25°C
2018-06-19,16,29.39189189189189,150,27.31091709032788,148,15525.4961,1954.2666,24.09,24.28,66,0.74,1025,86,0.0,0.0,Clouds,20-25°C
2018-06-19,17,21.85810810810811,150,23.89233507441165,148,14996.0001,1960.5333,23.59,23.73,66,0.96,1024,74,0.0,0.0,Clouds,20-25°C
2018-06-19,18,21.0472972972973,70,21.07044693741226,148,16325.9998,1953.0,23.23,23.44,70,1.26,1024,50,0.0,0.0,Clouds,20-25°C
2018-06-19,19,13.58108108108108,70,18.79933907997091,148,12975.866,1917.8668,22.49,22.7,73,1.34,1024,33,0.0,0.0,Clouds,20-25°C
2018-06-19,20,11.891891891891891,70,18.130342566164174,148,9802.7993,1941.4667,19.89,20.1,83,1.9,1024,23,0.0,0.0,Clouds,15-20°C
2018-06-19,21,9.527027027027026,70,15.975510997946923,148,8894.4,1908.6667,18.64,18.86,88,2.24,1024,4,0.0,0.0,Clear,15-20°C
2018-06-19,22,4.222972972972973,55,9.788804479716699,148,4851.7995,1895.1333,17.63,17.77,89,2.58,1024,5,0.0,0.0,Clear,15-20°C
2018-06-20,9,8.378378378378379,80,16.09090054489343,148,8402.8339,1857.8001,22.5,22.58,68,1.16,1022,0,0.0,0.0,Clear,20-25°C
2018-06-20,10,16.89189189189189,100,18.883868195606784,148,17309.9995,1911.1333,24.29,24.47,65,0.85,1022,0,0.0,0.0,Clear,20-25°C
2018-06-20,11,25.844594594594593,120,26.427854002575906,148,18598.0001,2005.5333,25.02,25.22,63,0.96,1022,0,0.0,0.0,Clear,25-30°C
2018-06-20,12,27.635135135135137,90,24.732899307296744,148,17279.0003,2079.2,25.43,25.6,60,1.41,1021,3,0.0,0.0,Clear,25-30°C
2018-06-20,13,27.736486486486488,90,23.88560078763377,148,17464.3334,2072.1334,26.35,26.35,57,1.76,1021,0,0.0,0.0,Clear,25-30°C
2018-06-20,14,24.56081081081081,75,21.48349353750941,148,18485.0,2073.6666999999998,27.36,28.06,54,2.0,1020,1,0.0,0.0,Clear,25-30°C
2018-06-20,15,24.425675675675677,120,21.400963553937363,148,17914.0,2092.4,27.57,28.14,52,2.07,1020,0,0.0,0.0,Clear,25-30°C
2018-06-20,16,23.31081081081081,120,20.516743237648857,148,17680.9998,2082.2666,27.86,28.38,51,2.15,1020,0,0.0,0.0,Clear,25-30°C
2018-06-20,17,18.344594594594593,75,17.480684320824633,148,16754.9998,2065.7999,27.88,28.32,50,2.18,1019,3,0.0,0.0,Clear,25-30°C
2018-06-20,18,18.783783783783782,75,20.107040273963314,148,16446.5001,2018.5334,27.17,27.78,53,1.75,1019,7,0.0,0.0,Clear,25-30°C
2018-06-20,19,11.554054054054054,65,17.36807759964419,148,10824.2659,1930.8,25.67,26.02,66,1.55,1019,1,0.0,0.0,Clear,25-30°C
2018-06-20,20,8.547297297297296,60,14.734075669786206,148,9566.9994,1897.0,23.49,23.85,75,2.65,1019,0,0.0,0.0,Clear,20-25°C
2018-06-20,21,5.97972972972973,40,9.665472312747985,148,9160.1667,1895.2667,21.91,22.22,79,2.59,1020,0,0.0,0.0,Clear,20-25°C
2018-06-20,22,4.628378378378378,30,8.083139759577504,148,5078.999,1883.6666,20.47,20.79,85,2.31,1019,0,0.0,0.0,Clear,20-25°C
2018-06-21,9,8.64864864864865,90,17.58936941816772,148,8390.0002,1826.1334,17.38,17.11,74,5.21,1022,100,0.0,0.0,Clouds,15-20°C
2018-06-21,10,18.10810810810811,90,20.05439376599469,148,16686.0002,1938.4666,18.6,18.34,70,4.88,1022,100,0.0,0.0,Clouds,15-20°C
2018-06-21,11,25.97972972972973,90,24.478636970911346,148,17823.0001,2059.8666,19.27,18.9,63,4.59,1022,99,0.0,0.0,Clouds,15-20°C
2018-06-21,12,28.20945945945946,90,23.654328501326887,148,18377.0001,2071.2,19.57,19.1,58,4.57,1022,77,0.0,0.0,Clouds,15-20°C
2018-06-21,13,25.405405405405407,75,20.975475747351375,148,18880.0005,2079.4001,19.65,19.05,53,4.88,1023,64,0.0,0.0,Clouds,15-20°C
2018-06-21,14,24.155405405405407,70,20.26515149562546,148,17253.9996,2074.8668,19.99,19.35,50,5.36,1023,17,0.0,0.0,Clouds,15-20°C
2018-06-21,15,26.31756756756757,75,21.264142844558084,148,17200.9999,2062.7333,19.2,18.46,49,5.78,1023,47,0.0,0.0,Clouds,15-20°C
2018-06-21,16,25.81081081081081,80,22.031625800029715,148,17335.9998,2065.3333000000002,18.92,18.09,47,6.06,1023,67,0.0,0.0,Clouds,15-20°C
2018-06-21,17,21.31756756756757,70,18.829358016000526,148,16621.0003,2067.8666,18.59,17.76,48,6.47,1024,92,0.0,0.0,Clouds,15-20°C
2018-06-21,18,20.0,75,18.680995472317175,148,16283.9999,2033.1333,17.4,16.5,50,6.43,1025,82,0.0,0.0,Clouds,15-20°C
2018-06-21,19,13.91891891891892,75,18.640353239446405,148,12941.999,1926.4667,16.15,15.2,53,6.48,1025,27,0.0,0.0,Clouds,15-20°C
2018-06-21,20,8.445945945945946,75,14.331490365830824,148,9058.9999,1924.8,14.18,13.17,58,5.93,1026,1,0.0,0.0,Clear,10-15°C
2018-06-21,21,5.371621621621622,40,9.093079079628245,148,8938.0006,1887.8667,13.18,12.17,62,5.54,1027,6,0.0,0.0,Clear,10-15°C
2018-06-21,22,3.0067567567567566,25,6.591580510583562,148,3670.333,1865.0,11.73,10.66,65,4.27,1028,0,0.0,0.0,Clear,10-15°C
2018-06-22,9,7.331081081081081,90,16.103571460682243,148,8450.1665,1840.1333,16.38,15.56,57,3.64,1030,0,0.0,0.0,Clear,15-20°C
2018-06-22,10,15.777027027027026,90,18.11445881919164,148,16534.9997,1987.1334,17.75,17.02,55,3.27,1029,2,0.0,0.0,Clear,15-20°C
2018-06-22,11,23.277027027027028,90,21.943905278149728,148,18259.3327,2093.0,18.33,17.55,51,4.81,1029,74,0.0,0.0,Clouds,15-20°C
2018-06-22,12,26.655405405405407,90,22.8228054097936,148,17901.0001,2101.8667,19.76,19.1,50,4.71,1028,99,0.0,0.0,Clouds,15-20°C
2018-06-22,13,25.97972972972973,115,22.75766136813854,148,18488.9999,2118.0001,19.79,19.1,49,4.74,1028,99,0.0,0.0,Clouds,15-20°C
2018-06-22,14,23.58108108108108,90,20.1781229662811,148,18452.0004,2128.1334,20.38,19.75,49,4.77,1028,62,0.0,0.0,Clouds,20-25°C
2018-06-22,15,25.743243243243242,70,21.35992866736975,148,18572.5,2116.6001,20.16,19.46,47,4.94,1028,90,0.0,0.0,Clouds,20-25°C
2018-06-22,16,25.945945945945947,75,22.00302508075972,148,17806.0003,2098.4,20.22,19.47,45,4.96,1028,42,0.0,0.0,Clouds,20-25°C
2018-06-22,17,20.64189189189189,70,19.65934723767202,148,16008.0005,2084.3999,20.37,19.64,45,4.82,1027,1,0.0,0.0,Clear,20-25°C
2018-06-22,18,21.486486486486488,70,20.54909054593712,148,16093.1671,2070.7333,19.34,18.56,47,4.34,1028,0,0.0,0.0,Clear,15-20°C
2018-06-22,19,12.804054054054054,70,17.921088851677272,148,12563.4999,1950.0,18.09,17.29,51,4.19,1028,0,0.0,0.0,Clear,15-20°C
2018-06-22,20,8.716216216216216,60,14.382075267044955,148,10070.0004,1911.4667,15.99,15.16,58,4.4,1028,0,0.0,0.0,Clear,15-20°C
2018-06-22,21,6.79054054054054,45,11.35407468491934,148,8941.8329,1887.8,14.72,13.94,65,4.51,1029,0,0.0,0.0,Clear,10-15°C
2018-06-22,22,3.8175675675675675,40,8.2140059266323,148,4519.0662,1882.0666,12.86,12.0,69,3.65,1029,0,0.0,0.0,Clear,10-15°C
2018-06-23,9,8.91891891891892,80,17.452954650551217,148,8852.666,1868.6001,16.09,15.24,57,3.53,1029,0,0.0,0.0,Clear,15-20°C
2018-06-23,10,21.993243243243242,85,22.578207728687186,148,19478.5002,2087.2666,17.76,16.95,52,3.26,1028,0,0.0,0.0,Clear,15-20°C
2018-06-23,11,32.53378378378378,95,26.665582173663775,148,18257.498,2116.8,18.76,17.97,49,3.3,1028,44,0.0,0.0,Clouds,15-20°C
2018-06-23,12,35.304054054054056,95,28.507227579495822,148,17322.496,2127.8666,19.41,18.69,49,3.72,1028,100,0.0,0.0,Clouds,15-20°C
2018-06-23,13,34.1554054054054,120,29.139521946838983,148,18607.996,2124.8667,20.33,19.7,49,4.0,1027,98,0.0,0.0,Clouds,20-25°C
2018-06-23,14,33.24324324324324,90,26.126750599583,148,18934.9964,2122.9333,21.02,20.46,49,4.0,1026,97,0.0,0.0,Clouds,20-25°C
2018-06-23,15,35.91216216216216,200,30.556277744171773,148,18735.9961,2115.4667,21.01,20.45,49,4.14,1026,96,0.0,0.0,Clouds,20-25°C
2018-06-23,16,35.270270270270274,100,27.94420938265555,148,17857.9965,2099.9335,21.07,20.49,48,4.32,1025,100,0.0,0.0,Clouds,20-25°C
2018-06-23,17,25.777027027027028,100,23.76695841267327,148,16855.499,2075.4,21.05,20.49,49,4.15,1025,99,0.0,0.0,Clouds,20-25°C
2018-06-23,18,27.736486486486488,90,26.090726448661094,148,16791.0002,2085.7334,20.56,20.06,53,3.24,1025,94,0.0,0.0,Clouds,20-25°C
2018-06-23,19,18.344594594594593,90,23.06739986581111,148,14446.8334,2043.0,19.06,18.51,57,2.56,1025,33,0.0,0.0,Clouds,15-20°C
2018-06-23,20,13.91891891891892,100,20.030084011056466,148,11908.000900000001,1958.8,17.59,17.1,65,2.32,1025,24,0.0,0.0,Clouds,15-20°C
2018-06-23,21,12.094594594594595,70,16.454570664496107,148,12656.5337,1918.4666,16.43,16.01,72,2.31,1025,1,0.0,0.0,Clear,15-20°C
2018-06-23,22,6.3175675675675675,45,10.616401866962542,148,8356.7338,1896.3332,15.72,15.25,73,2.35,1025,84,0.0,0.0,Clouds,15-20°C
2018-06-24,9,11.216216216216216,100,20.098580360920046,148,8542.1663,1836.9999,19.76,19.23,55,3.08,1024,99,0.0,0.0,Clouds,15-20°C
2018-06-24,10,27.804054054054053,300,35.49564671665799,148,16719.9996,2017.0,20.06,19.45,51,2.76,1024,96,0.0,0.0,Clouds,20-25°C
2018-06-24,11,33.817567567567565,100,28.946123343688996,148,18232.0,2091.6,20.56,19.98,50,3.4,1024,99,0.0,0.0,Clouds,20-25°C
2018-06-24,12,35.74324324324324,95,29.250064624993236,148,17623.5001,2092.6668,21.09,20.51,48,3.86,1023,99,0.0,0.0,Clouds,20-25°C
