WORK_DATE,DEB_TIME,ENTITY_DESCRIPTION_SHORT,WAIT_TIME_MAX
2022-07-28,2022-07-28 16:00:00.000,Bumper Cars,13
2022-07-28,2022-07-28 16:00:00.000,Bungee Jump,31
2022-07-28,2022-07-28 16:00:00.000,Circus Train,5
2022-07-28,2022-07-28 16:00:00.000,Dizzy Dropper,16
2022-07-28,2022-07-28 16:00:00.000,Drop Tower,33
2022-07-28,2022-07-28 16:00:00.000,Flying Coaster,25
2022-07-28,2022-07-28 16:00:00.000,Free Fall,61
2022-07-28,2022-07-28 16:00:00.000,Giant Wheel,51
2022-07-28,2022-07-28 16:00:00.000,Go-Karts,33
2022-07-28,2022-07-28 16:00:00.000,Haunted House,22
2022-07-28,2022-07-28 16:00:00.000,Inverted Coaster,36
2022-07-28,2022-07-28 16:00:00.000,Kiddie Coaster,10
2022-07-28,2022-07-28 16:00:00.000,Merry Go Round,22
2022-07-28,2022-07-28 16:00:00.000,Oz Theatre,8
2022-07-28,2022-07-28 16:00:00.000,Rapids Ride,24
2022-07-28,2022-07-28 16:00:00.000,Roller Coaster,30
2022-07-28,2022-07-28 16:00:00.000,Spinning Coaster,23
2022-07-28,2022-07-28 16:00:00.000,Spiral Slide,86
2022-07-28,2022-07-28 16:00:00.000,Superman Ride,21
2022-07-28,2022-07-28 16:00:00.000,Swing Ride,49
2022-07-28,2022-07-28 16:00:00.000,Water Ride,29
2022-07-28,2022-07-28 16:00:00.000,Zipline,36
2022-07-28,2022-07-28 17:00:00.000,Bumper Cars,10
2022-07-28,2022-07-28 17:00:00.000,Bungee Jump,21
2022-07-28,2022-07-28 17:00:00.000,Circus Train,5
2022-07-28,2022-07-28 17:00:00.000,Dizzy Dropper,14
2022-07-28,2022-07-28 17:00:00.000,Drop Tower,27
2022-07-28,2022-07-28 17:00:00.000,Flying Coaster,19
2022-07-28,2022-07-28 17:00:00.000,Free Fall,28
2022-07-28,2022-07-28 17:00:00.000,Giant Wheel,50
2022-07-28,2022-07-28 17:00:00.000,Go-Karts,30
2022-07-28,2022-07-28 17:00:00.000,Haunted House,19
2022-07-28,2022-07-28 17:00:00.000,Inverted Coaster,39
2022-07-28,2022-07-28 17:00:00.000,Kiddie Coaster,8
2022-07-28,2022-07-28 17:00:00.000,Merry Go Round,15
2022-07-28,2022-07-28 17:00:00.000,Oz Theatre,8
2022-07-28,2022-07-28 17:00:00.000,Rapids Ride,17
2022-07-28,2022-07-28 17:00:00.000,Roller Coaster,20
2022-07-28,2022-07-28 17:00:00.000,Spinning Coaster,19
2022-07-28,2022-07-28 17:00:00.000,Spiral Slide,72
2022-07-28,2022-07-28 17:00:00.000,Superman Ride,20
2022-07-28,2022-07-28 17:00:00.000,Swing Ride,49
2022-07-28,2022-07-28 17:00:00.000,Water Ride,26
2022-07-28,2022-07-28 17:00:00.000,Zipline,34
2022-07-28,2022-07-28 18:00:00.000,Bumper Cars,9
2022-07-28,2022-07-28 18:00:00.000,Bungee Jump,20
2022-07-28,2022-07-28 18:00:00.000,Circus Train,5
2022-07-28,2022-07-28 18:00:00.000,Dizzy Dropper,14
2022-07-28,2022-07-28 18:00:00.000,Drop Tower,27
2022-07-28,2022-07-28 18:00:00.000,Flying Coaster,16
2022-07-28,2022-07-28 18:00:00.000,Free Fall,52
2022-07-28,2022-07-28 18:00:00.000,Giant Wheel,51
2022-07-28,2022-07-28 18:00:00.000,Go-Karts,33
2022-07-28,2022-07-28 18:00:00.000,Haunted House,21
2022-07-28,2022-07-28 18:00:00.000,Inverted Coaster,26
2022-07-28,2022-07-28 18:00:00.000,Kiddie Coaster,8
2022-07-28,2022-07-28 18:00:00.000,Merry Go Round,13
2022-07-28,2022-07-28 18:00:00.000,Oz Theatre,7
2022-07-28,2022-07-28 18:00:00.000,Rapids Ride,16
2022-07-28,2022-07-28 18:00:00.000,Spinning Coaster,23
2022-07-28,2022-07-28 18:00:00.000,Spiral Slide,80
2022-07-28,2022-07-28 18:00:00.000,Superman Ride,20
2022-07-28,2022-07-28 18:00:00.000,Swing Ride,54
2022-07-28,2022-07-28 18:00:00.000,Water Ride,28
2022-07-28,2022-07-28 18:00:00.000,Zipline,36
2022-07-28,2022-07-28 19:00:00.000,Bumper Cars,9
2022-07-28,2022-07-28 19:00:00.000,Bungee Jump,17
2022-07-28,2022-07-28 19:00:00.000,Circus Train,5
2022-07-28,2022-07-28 19:00:00.000,Dizzy Dropper,15
2022-07-28,2022-07-28 19:00:00.000,Drop Tower,27
2022-07-28,2022-07-28 19:00:00.000,Flying Coaster,16
2022-07-28,2022-07-28 19:00:00.000,Giant Wheel,45
2022-07-28,2022-07-28 19:00:00.000,Go-Karts,29
2022-07-28,2022-07-28 19:00:00.000,Haunted House,19
2022-07-28,2022-07-28 19:00:00.000,Kiddie Coaster,8
2022-07-28,2022-07-28 19:00:00.000,Merry Go Round,11
2022-07-28,2022-07-28 19:00:00.000,Oz Theatre,7
2022-07-28,2022-07-28 19:00:00.000,Rapids Ride,18
2022-07-28,2022-07-28 19:00:00.000,Spinning Coaster,19
2022-07-28,2022-07-28 19:00:00.000,Superman Ride,20
2022-07-28,2022-07-28 19:00:00.000,Swing Ride,47
2022-07-28,2022-07-28 19:00:00.000,Water Ride,25
2022-07-28,2022-07-28 19:00:00.000,Zipline,34
2022-07-28,2022-07-28 20:00:00.000,Bumper Cars,7
2022-07-28,2022-07-28 20:00:00.000,Bungee Jump,12
2022-07-28,2022-07-28 20:00:00.000,Circus Train,5
2022-07-28,2022-07-28 20:00:00.000,Dizzy Dropper,13
2022-07-28,2022-07-28 20:00:00.000,Drop Tower,23
2022-07-28,2022-07-28 20:00:00.000,Flying Coaster,12
2022-07-28,2022-07-28 20:00:00.000,Giant Wheel,39
2022-07-28,2022-07-28 20:00:00.000,Go-Karts,26
2022-07-28,2022-07-28 20:00:00.000,Haunted House,15
2022-07-28,2022-07-28 20:00:00.000,Kiddie Coaster,7
2022-07-28,2022-07-28 20:00:00.000,Merry Go Round,8
2022-07-28,2022-07-28 20:00:00.000,Oz Theatre,8
2022-07-28,2022-07-28 20:00:00.000,Rapids Ride,14
2022-07-28,2022-07-28 20:00:00.000,Spinning Coaster,14
2022-07-28,2022-07-28 20:00:00.000,Swing Ride,46
2022-07-28,2022-07-28 20:00:00.000,Water Ride,23
2022-07-28,2022-07-28 20:00:00.000,Zipline,32
2022-07-28,2022-07-28 21:00:00.000,Bumper Cars,6
2022-07-28,2022-07-28 21:00:00.000,Bungee Jump,16
2022-07-28,2022-07-28 21:00:00.000,Circus Train,5
2022-07-28,2022-07-28 21:00:00.000,Dizzy Dropper,12
2022-07-28,2022-07-28 21:00:00.000,Drop Tower,22
2022-07-28,2022-07-28 21:00:00.000,Flying Coaster,12
2022-07-28,2022-07-28 21:00:00.000,Giant Wheel,36
2022-07-28,2022-07-28 21:00:00.000,Go-Karts,23
2022-07-28,2022-07-28 21:00:00.000,Haunted House,14
2022-07-28,2022-07-28 21:00:00.000,Kiddie Coaster,8
2022-07-28,2022-07-28 21:00:00.000,Merry Go Round,8
2022-07-28,2022-07-28 21:00:00.000,Oz Theatre,8
2022-07-28,2022-07-28 21:00:00.000,Rapids Ride,15
2022-07-28,2022-07-28 21:00:00.000,Spinning Coaster,15
2022-07-28,2022-07-28 21:00:00.000,Swing Ride,44
2022-07-28,2022-07-28 21:00:00.000,Water Ride,20
2022-07-28,2022-07-28 21:00:00.000,Zipline,32
2022-07-28,2022-07-28 22:00:00.000,Bumper Cars,8
2022-07-28,2022-07-28 22:00:00.000,Bungee Jump,17
2022-07-28,2022-07-28 22:00:00.000,Circus Train,5
2022-07-28,2022-07-28 22:00:00.000,Dizzy Dropper,12
2022-07-28,2022-07-28 22:00:00.000,Drop Tower,25
2022-07-28,2022-07-28 22:00:00.000,Flying Coaster,15
2022-07-28,2022-07-28 22:00:00.000,Giant Wheel,31
2022-07-28,2022-07-28 22:00:00.000,Go-Karts,16
2022-07-28,2022-07-28 22:00:00.000,Haunted House,19
2022-07-28,2022-07-28 22:00:00.000,Merry Go Round,11
2022-07-28,2022-07-28 22:00:00.000,Oz Theatre,8
2022-07-28,2022-07-28 22:00:00.000,Spinning Coaster,16
2022-07-28,2022-07-28 22:00:00.000,Swing Ride,39
2022-07-28,2022-07-28 22:00:00.000,Water Ride,20
2022-07-28,2022-07-28 22:00:00.000,Zipline,27
2022-07-29,2022-07-29 09:00:00.000,Bumper Cars,6
2022-07-29,2022-07-29 09:00:00.000,Bungee Jump,17
2022-07-29,2022-07-29 09:00:00.000,Circus Train,6
2022-07-29,2022-07-29 09:00:00.000,Dizzy Dropper,4
2022-07-29,2022-07-29 09:00:00.000,Drop Tower,11
2022-07-29,2022-07-29 09:00:00.000,Flying Coaster,12
2022-07-29,2022-07-29 09:00:00.000,Free Fall,60
2022-07-29,2022-07-29 09:00:00.000,Giant Wheel,31
2022-07-29,2022-07-29 09:00:00.000,Go-Karts,21
2022-07-29,2022-07-29 09:00:00.000,Haunted House,6
2022-07-29,2022-07-29 09:00:00.000,Inverted Coaster,17
2022-07-29,2022-07-29 09:00:00.000,Merry Go Round,8
2022-07-29,2022-07-29 09:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 09:00:00.000,Spinning Coaster,10
2022-07-29,2022-07-29 09:00:00.000,Spiral Slide,89
2022-07-29,2022-07-29 09:00:00.000,Superman Ride,22
2022-07-29,2022-07-29 09:00:00.000,Swing Ride,43
2022-07-29,2022-07-29 09:00:00.000,Water Ride,10
2022-07-29,2022-07-29 09:00:00.000,Zipline,15
2022-07-29,2022-07-29 10:00:00.000,Bumper Cars,8
2022-07-29,2022-07-29 10:00:00.000,Bungee Jump,18
2022-07-29,2022-07-29 10:00:00.000,Circus Train,6
2022-07-29,2022-07-29 10:00:00.000,Dizzy Dropper,12
2022-07-29,2022-07-29 10:00:00.000,Drop Tower,26
2022-07-29,2022-07-29 10:00:00.000,Flying Coaster,15
2022-07-29,2022-07-29 10:00:00.000,Free Fall,62
2022-07-29,2022-07-29 10:00:00.000,Giant Wheel,48
2022-07-29,2022-07-29 10:00:00.000,Go-Karts,31
2022-07-29,2022-07-29 10:00:00.000,Haunted House,17
2022-07-29,2022-07-29 10:00:00.000,Inverted Coaster,37
2022-07-29,2022-07-29 10:00:00.000,Kiddie Coaster,7
2022-07-29,2022-07-29 10:00:00.000,Merry Go Round,11
2022-07-29,2022-07-29 10:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 10:00:00.000,Rapids Ride,14
2022-07-29,2022-07-29 10:00:00.000,Roller Coaster,32
2022-07-29,2022-07-29 10:00:00.000,Spinning Coaster,23
2022-07-29,2022-07-29 10:00:00.000,Spiral Slide,87
2022-07-29,2022-07-29 10:00:00.000,Superman Ride,22
2022-07-29,2022-07-29 10:00:00.000,Swing Ride,47
2022-07-29,2022-07-29 10:00:00.000,Water Ride,24
2022-07-29,2022-07-29 10:00:00.000,Zipline,31
2022-07-29,2022-07-29 11:00:00.000,Bumper Cars,10
2022-07-29,2022-07-29 11:00:00.000,Bungee Jump,26
2022-07-29,2022-07-29 11:00:00.000,Circus Train,6
2022-07-29,2022-07-29 11:00:00.000,Dizzy Dropper,13
2022-07-29,2022-07-29 11:00:00.000,Drop Tower,33
2022-07-29,2022-07-29 11:00:00.000,Flying Coaster,19
2022-07-29,2022-07-29 11:00:00.000,Free Fall,61
2022-07-29,2022-07-29 11:00:00.000,Giant Wheel,51
2022-07-29,2022-07-29 11:00:00.000,Go-Karts,35
2022-07-29,2022-07-29 11:00:00.000,Haunted House,21
2022-07-29,2022-07-29 11:00:00.000,Inverted Coaster,47
2022-07-29,2022-07-29 11:00:00.000,Kiddie Coaster,6
2022-07-29,2022-07-29 11:00:00.000,Merry Go Round,15
2022-07-29,2022-07-29 11:00:00.000,Oz Theatre,7
2022-07-29,2022-07-29 11:00:00.000,Rapids Ride,14
2022-07-29,2022-07-29 11:00:00.000,Roller Coaster,31
2022-07-29,2022-07-29 11:00:00.000,Spinning Coaster,27
2022-07-29,2022-07-29 11:00:00.000,Spiral Slide,88
2022-07-29,2022-07-29 11:00:00.000,Superman Ride,21
2022-07-29,2022-07-29 11:00:00.000,Swing Ride,47
2022-07-29,2022-07-29 11:00:00.000,Water Ride,26
2022-07-29,2022-07-29 11:00:00.000,Zipline,40
2022-07-29,2022-07-29 12:00:00.000,Bumper Cars,15
2022-07-29,2022-07-29 12:00:00.000,Bungee Jump,38
2022-07-29,2022-07-29 12:00:00.000,Circus Train,6
2022-07-29,2022-07-29 12:00:00.000,Dizzy Dropper,17
2022-07-29,2022-07-29 12:00:00.000,Drop Tower,40
2022-07-29,2022-07-29 12:00:00.000,Flying Coaster,30
2022-07-29,2022-07-29 12:00:00.000,Free Fall,62
2022-07-29,2022-07-29 12:00:00.000,Giant Wheel,51
2022-07-29,2022-07-29 12:00:00.000,Go-Karts,33
2022-07-29,2022-07-29 12:00:00.000,Haunted House,23
2022-07-29,2022-07-29 12:00:00.000,Inverted Coaster,52
2022-07-29,2022-07-29 12:00:00.000,Kiddie Coaster,8
2022-07-29,2022-07-29 12:00:00.000,Merry Go Round,21
2022-07-29,2022-07-29 12:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 12:00:00.000,Rapids Ride,19
2022-07-29,2022-07-29 12:00:00.000,Roller Coaster,32
2022-07-29,2022-07-29 12:00:00.000,Spinning Coaster,26
2022-07-29,2022-07-29 12:00:00.000,Spiral Slide,84
2022-07-29,2022-07-29 12:00:00.000,Superman Ride,22
2022-07-29,2022-07-29 12:00:00.000,Swing Ride,49
2022-07-29,2022-07-29 12:00:00.000,Water Ride,29
2022-07-29,2022-07-29 12:00:00.000,Zipline,41
2022-07-29,2022-07-29 13:00:00.000,Bumper Cars,15
2022-07-29,2022-07-29 13:00:00.000,Bungee Jump,34
2022-07-29,2022-07-29 13:00:00.000,Circus Train,6
2022-07-29,2022-07-29 13:00:00.000,Dizzy Dropper,16
2022-07-29,2022-07-29 13:00:00.000,Drop Tower,39
2022-07-29,2022-07-29 13:00:00.000,Flying Coaster,30
2022-07-29,2022-07-29 13:00:00.000,Free Fall,62
2022-07-29,2022-07-29 13:00:00.000,Giant Wheel,50
2022-07-29,2022-07-29 13:00:00.000,Go-Karts,32
2022-07-29,2022-07-29 13:00:00.000,Haunted House,21
2022-07-29,2022-07-29 13:00:00.000,Inverted Coaster,40
2022-07-29,2022-07-29 13:00:00.000,Kiddie Coaster,8
2022-07-29,2022-07-29 13:00:00.000,Merry Go Round,22
2022-07-29,2022-07-29 13:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 13:00:00.000,Rapids Ride,23
2022-07-29,2022-07-29 13:00:00.000,Roller Coaster,33
2022-07-29,2022-07-29 13:00:00.000,Spinning Coaster,24
2022-07-29,2022-07-29 13:00:00.000,Spiral Slide,83
2022-07-29,2022-07-29 13:00:00.000,Superman Ride,22
2022-07-29,2022-07-29 13:00:00.000,Swing Ride,49
2022-07-29,2022-07-29 13:00:00.000,Water Ride,28
2022-07-29,2022-07-29 13:00:00.000,Zipline,38
2022-07-29,2022-07-29 14:00:00.000,Bumper Cars,16
2022-07-29,2022-07-29 14:00:00.000,Bungee Jump,35
2022-07-29,2022-07-29 14:00:00.000,Circus Train,6
2022-07-29,2022-07-29 14:00:00.000,Dizzy Dropper,16
2022-07-29,2022-07-29 14:00:00.000,Drop Tower,36
2022-07-29,2022-07-29 14:00:00.000,Flying Coaster,30
2022-07-29,2022-07-29 14:00:00.000,Free Fall,63
2022-07-29,2022-07-29 14:00:00.000,Giant Wheel,50
2022-07-29,2022-07-29 14:00:00.000,Go-Karts,33
2022-07-29,2022-07-29 14:00:00.000,Haunted House,22
2022-07-29,2022-07-29 14:00:00.000,Inverted Coaster,36
2022-07-29,2022-07-29 14:00:00.000,Kiddie Coaster,9
2022-07-29,2022-07-29 14:00:00.000,Merry Go Round,27
2022-07-29,2022-07-29 14:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 14:00:00.000,Rapids Ride,24
2022-07-29,2022-07-29 14:00:00.000,Roller Coaster,33
2022-07-29,2022-07-29 14:00:00.000,Spinning Coaster,25
2022-07-29,2022-07-29 14:00:00.000,Spiral Slide,83
2022-07-29,2022-07-29 14:00:00.000,Superman Ride,22
2022-07-29,2022-07-29 14:00:00.000,Swing Ride,50
2022-07-29,2022-07-29 14:00:00.000,Water Ride,28
2022-07-29,2022-07-29 14:00:00.000,Zipline,36
2022-07-29,2022-07-29 15:00:00.000,Bumper Cars,15
2022-07-29,2022-07-29 15:00:00.000,Bungee Jump,32
2022-07-29,2022-07-29 15:00:00.000,Circus Train,6
2022-07-29,2022-07-29 15:00:00.000,Dizzy Dropper,15
2022-07-29,2022-07-29 15:00:00.000,Drop Tower,34
2022-07-29,2022-07-29 15:00:00.000,Flying Coaster,28
2022-07-29,2022-07-29 15:00:00.000,Free Fall,61
2022-07-29,2022-07-29 15:00:00.000,Giant Wheel,50
2022-07-29,2022-07-29 15:00:00.000,Go-Karts,33
2022-07-29,2022-07-29 15:00:00.000,Haunted House,23
2022-07-29,2022-07-29 15:00:00.000,Inverted Coaster,38
2022-07-29,2022-07-29 15:00:00.000,Kiddie Coaster,10
2022-07-29,2022-07-29 15:00:00.000,Merry Go Round,28
2022-07-29,2022-07-29 15:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 15:00:00.000,Rapids Ride,26
2022-07-29,2022-07-29 15:00:00.000,Roller Coaster,34
2022-07-29,2022-07-29 15:00:00.000,Spinning Coaster,26
2022-07-29,2022-07-29 15:00:00.000,Spiral Slide,84
2022-07-29,2022-07-29 15:00:00.000,Superman Ride,21
2022-07-29,2022-07-29 15:00:00.000,Swing Ride,49
2022-07-29,2022-07-29 15:00:00.000,Water Ride,29
2022-07-29,2022-07-29 15:00:00.000,Zipline,38
2022-07-29,2022-07-29 16:00:00.000,Bumper Cars,13
2022-07-29,2022-07-29 16:00:00.000,Bungee Jump,30
2022-07-29,2022-07-29 16:00:00.000,Circus Train,6
2022-07-29,2022-07-29 16:00:00.000,Dizzy Dropper,15
2022-07-29,2022-07-29 16:00:00.000,Drop Tower,32
2022-07-29,2022-07-29 16:00:00.000,Flying Coaster,24
2022-07-29,2022-07-29 16:00:00.000,Free Fall,59
2022-07-29,2022-07-29 16:00:00.000,Giant Wheel,51
2022-07-29,2022-07-29 16:00:00.000,Go-Karts,34
2022-07-29,2022-07-29 16:00:00.000,Haunted House,21
2022-07-29,2022-07-29 16:00:00.000,Inverted Coaster,39
2022-07-29,2022-07-29 16:00:00.000,Kiddie Coaster,9
2022-07-29,2022-07-29 16:00:00.000,Merry Go Round,22
2022-07-29,2022-07-29 16:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 16:00:00.000,Rapids Ride,24
2022-07-29,2022-07-29 16:00:00.000,Roller Coaster,30
2022-07-29,2022-07-29 16:00:00.000,Spinning Coaster,24
2022-07-29,2022-07-29 16:00:00.000,Spiral Slide,84
2022-07-29,2022-07-29 16:00:00.000,Superman Ride,21
2022-07-29,2022-07-29 16:00:00.000,Swing Ride,49
2022-07-29,2022-07-29 16:00:00.000,Water Ride,28
2022-07-29,2022-07-29 16:00:00.000,Zipline,35
2022-07-29,2022-07-29 17:00:00.000,Bumper Cars,9
2022-07-29,2022-07-29 17:00:00.000,Bungee Jump,21
2022-07-29,2022-07-29 17:00:00.000,Circus Train,6
2022-07-29,2022-07-29 17:00:00.000,Dizzy Dropper,13
2022-07-29,2022-07-29 17:00:00.000,Drop Tower,26
2022-07-29,2022-07-29 17:00:00.000,Flying Coaster,17
2022-07-29,2022-07-29 17:00:00.000,Free Fall,29
2022-07-29,2022-07-29 17:00:00.000,Giant Wheel,49
2022-07-29,2022-07-29 17:00:00.000,Go-Karts,31
2022-07-29,2022-07-29 17:00:00.000,Haunted House,17
2022-07-29,2022-07-29 17:00:00.000,Inverted Coaster,43
2022-07-29,2022-07-29 17:00:00.000,Kiddie Coaster,7
2022-07-29,2022-07-29 17:00:00.000,Merry Go Round,15
2022-07-29,2022-07-29 17:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 17:00:00.000,Rapids Ride,16
2022-07-29,2022-07-29 17:00:00.000,Roller Coaster,19
2022-07-29,2022-07-29 17:00:00.000,Spinning Coaster,20
2022-07-29,2022-07-29 17:00:00.000,Spiral Slide,74
2022-07-29,2022-07-29 17:00:00.000,Superman Ride,20
2022-07-29,2022-07-29 17:00:00.000,Swing Ride,49
2022-07-29,2022-07-29 17:00:00.000,Water Ride,26
2022-07-29,2022-07-29 17:00:00.000,Zipline,33
2022-07-29,2022-07-29 18:00:00.000,Bumper Cars,9
2022-07-29,2022-07-29 18:00:00.000,Bungee Jump,19
2022-07-29,2022-07-29 18:00:00.000,Circus Train,6
2022-07-29,2022-07-29 18:00:00.000,Dizzy Dropper,14
2022-07-29,2022-07-29 18:00:00.000,Drop Tower,26
2022-07-29,2022-07-29 18:00:00.000,Flying Coaster,14
2022-07-29,2022-07-29 18:00:00.000,Free Fall,53
2022-07-29,2022-07-29 18:00:00.000,Giant Wheel,50
2022-07-29,2022-07-29 18:00:00.000,Go-Karts,34
2022-07-29,2022-07-29 18:00:00.000,Haunted House,20
2022-07-29,2022-07-29 18:00:00.000,Inverted Coaster,29
2022-07-29,2022-07-29 18:00:00.000,Kiddie Coaster,7
2022-07-29,2022-07-29 18:00:00.000,Merry Go Round,13
2022-07-29,2022-07-29 18:00:00.000,Oz Theatre,5
2022-07-29,2022-07-29 18:00:00.000,Rapids Ride,16
2022-07-29,2022-07-29 18:00:00.000,Spinning Coaster,24
2022-07-29,2022-07-29 18:00:00.000,Spiral Slide,78
2022-07-29,2022-07-29 18:00:00.000,Superman Ride,20
2022-07-29,2022-07-29 18:00:00.000,Swing Ride,54
2022-07-29,2022-07-29 18:00:00.000,Water Ride,27
2022-07-29,2022-07-29 18:00:00.000,Zipline,34
2022-07-29,2022-07-29 19:00:00.000,Bumper Cars,9
2022-07-29,2022-07-29 19:00:00.000,Bungee Jump,16
2022-07-29,2022-07-29 19:00:00.000,Circus Train,6
2022-07-29,2022-07-29 19:00:00.000,Dizzy Dropper,14
2022-07-29,2022-07-29 19:00:00.000,Drop Tower,26
2022-07-29,2022-07-29 19:00:00.000,Flying Coaster,15
2022-07-29,2022-07-29 19:00:00.000,Giant Wheel,45
2022-07-29,2022-07-29 19:00:00.000,Go-Karts,30
2022-07-29,2022-07-29 19:00:00.000,Haunted House,17
2022-07-29,2022-07-29 19:00:00.000,Kiddie Coaster,8
2022-07-29,2022-07-29 19:00:00.000,Merry Go Round,11
2022-07-29,2022-07-29 19:00:00.000,Oz Theatre,7
2022-07-29,2022-07-29 19:00:00.000,Rapids Ride,16
2022-07-29,2022-07-29 19:00:00.000,Spinning Coaster,19
2022-07-29,2022-07-29 19:00:00.000,Superman Ride,20
2022-07-29,2022-07-29 19:00:00.000,Swing Ride,47
2022-07-29,2022-07-29 19:00:00.000,Water Ride,24
2022-07-29,2022-07-29 19:00:00.000,Zipline,29
2022-07-29,2022-07-29 20:00:00.000,Bumper Cars,7
2022-07-29,2022-07-29 20:00:00.000,Bungee Jump,13
2022-07-29,2022-07-29 20:00:00.000,Circus Train,6
2022-07-29,2022-07-29 20:00:00.000,Dizzy Dropper,12
2022-07-29,2022-07-29 20:00:00.000,Drop Tower,21
2022-07-29,2022-07-29 20:00:00.000,Flying Coaster,11
2022-07-29,2022-07-29 20:00:00.000,Giant Wheel,39
2022-07-29,2022-07-29 20:00:00.000,Go-Karts,27
2022-07-29,2022-07-29 20:00:00.000,Haunted House,14
2022-07-29,2022-07-29 20:00:00.000,Kiddie Coaster,7
2022-07-29,2022-07-29 20:00:00.000,Merry Go Round,8
2022-07-29,2022-07-29 20:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 20:00:00.000,Rapids Ride,13
2022-07-29,2022-07-29 20:00:00.000,Spinning Coaster,15
2022-07-29,2022-07-29 20:00:00.000,Swing Ride,45
2022-07-29,2022-07-29 20:00:00.000,Water Ride,22
2022-07-29,2022-07-29 20:00:00.000,Zipline,28
2022-07-29,2022-07-29 21:00:00.000,Bumper Cars,6
2022-07-29,2022-07-29 21:00:00.000,Bungee Jump,14
2022-07-29,2022-07-29 21:00:00.000,Circus Train,6
2022-07-29,2022-07-29 21:00:00.000,Dizzy Dropper,12
2022-07-29,2022-07-29 21:00:00.000,Drop Tower,22
2022-07-29,2022-07-29 21:00:00.000,Flying Coaster,12
2022-07-29,2022-07-29 21:00:00.000,Giant Wheel,36
2022-07-29,2022-07-29 21:00:00.000,Go-Karts,26
2022-07-29,2022-07-29 21:00:00.000,Haunted House,13
2022-07-29,2022-07-29 21:00:00.000,Kiddie Coaster,8
2022-07-29,2022-07-29 21:00:00.000,Merry Go Round,8
2022-07-29,2022-07-29 21:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 21:00:00.000,Rapids Ride,13
2022-07-29,2022-07-29 21:00:00.000,Spinning Coaster,17
2022-07-29,2022-07-29 21:00:00.000,Swing Ride,44
2022-07-29,2022-07-29 21:00:00.000,Water Ride,20
2022-07-29,2022-07-29 21:00:00.000,Zipline,28
2022-07-29,2022-07-29 22:00:00.000,Bumper Cars,8
2022-07-29,2022-07-29 22:00:00.000,Bungee Jump,17
2022-07-29,2022-07-29 22:00:00.000,Circus Train,6
2022-07-29,2022-07-29 22:00:00.000,Dizzy Dropper,12
2022-07-29,2022-07-29 22:00:00.000,Drop Tower,26
2022-07-29,2022-07-29 22:00:00.000,Flying Coaster,15
2022-07-29,2022-07-29 22:00:00.000,Giant Wheel,32
2022-07-29,2022-07-29 22:00:00.000,Go-Karts,19
2022-07-29,2022-07-29 22:00:00.000,Haunted House,19
2022-07-29,2022-07-29 22:00:00.000,Merry Go Round,11
2022-07-29,2022-07-29 22:00:00.000,Oz Theatre,8
2022-07-29,2022-07-29 22:00:00.000,Spinning Coaster,21
2022-07-29,2022-07-29 22:00:00.000,Swing Ride,40
2022-07-29,2022-07-29 22:00:00.000,Water Ride,19
2022-07-29,2022-07-29 22:00:00.000,Zipline,25
2022-07-30,2022-07-30 09:00:00.000,Bumper Cars,7
2022-07-30,2022-07-30 09:00:00.000,Bungee Jump,25
2022-07-30,2022-07-30 09:00:00.000,Circus Train,6
2022-07-30,2022-07-30 09:00:00.000,Dizzy Dropper,5
2022-07-30,2022-07-30 09:00:00.000,Drop Tower,14
2022-07-30,2022-07-30 09:00:00.000,Flying Coaster,18
2022-07-30,2022-07-30 09:00:00.000,Free Fall,60
2022-07-30,2022-07-30 09:00:00.000,Giant Wheel,34
2022-07-30,2022-07-30 09:00:00.000,Go-Karts,25
2022-07-30,2022-07-30 09:00:00.000,Haunted House,9
2022-07-30,2022-07-30 09:00:00.000,Inverted Coaster,22
2022-07-30,2022-07-30 09:00:00.000,Merry Go Round,10
2022-07-30,2022-07-30 09:00:00.000,Oz Theatre,8
2022-07-30,2022-07-30 09:00:00.000,Spinning Coaster,11
2022-07-30,2022-07-30 09:00:00.000,Spiral Slide,85
2022-07-30,2022-07-30 09:00:00.000,Superman Ride,21
2022-07-30,2022-07-30 09:00:00.000,Swing Ride,47
2022-07-30,2022-07-30 09:00:00.000,Water Ride,10
2022-07-30,2022-07-30 09:00:00.000,Zipline,15
2022-07-30,2022-07-30 10:00:00.000,Bumper Cars,10
2022-07-30,2022-07-30 10:00:00.000,Bungee Jump,25
2022-07-30,2022-07-30 10:00:00.000,Circus Train,6
2022-07-30,2022-07-30 10:00:00.000,Dizzy Dropper,13
2022-07-30,2022-07-30 10:00:00.000,Drop Tower,30
2022-07-30,2022-07-30 10:00:00.000,Flying Coaster,23
2022-07-30,2022-07-30 10:00:00.000,Free Fall,62
2022-07-30,2022-07-30 10:00:00.000,Giant Wheel,52
